STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-27 00:54,FM-15,FEW:02 60 SCT:04 240,10.00,,65,18.3,61,16.1,58,14.4,78,11,220,,30.05,6,,30.09,,30.08,,,,,,,,,,0431,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-27 01:00,FM-12,57,,,65,18.3,61,16.1,58,14.4,78,11,220,,30.06,6,+0.03,30.09,,,70,59,64,-9.8,,,,1,0,0431,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-27 01:54,FM-15,BKN:07 240,10.00,,64,17.8,61,16.1,59,15.0,84,9,210,,30.02,,,30.05,0.00,30.05,,,,,,,,,,0431,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-27 02:54,FM-15,FEW:02 240 SCT:04 300,10.00,,63,17.2,61,15.9,59,15.0,87,13,220,,30.02,,,30.05,0.00,30.05,,,,,,,,,,0431,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-27 03:54,FM-15,SCT:04 240 BKN:07 300,10.00,,63,17.2,61,15.9,59,15.0,87,10,220,,30.02,6,,30.05,0.00,30.05,,,,,,,,,,0431,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-27 04:00,FM-12,,,,63,17.2,61,15.9,59,15.0,87,10,220,,30.03,6,+0.04,30.05,,,,,,,,,,,,0431,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-27 04:54,FM-15,FEW:02 130 SCT:04 240 BKN:07 300,10.00,,63,17.2,61,15.9,59,15.0,87,11,230,,30.02,,,30.05,0.00,30.05,,,,,,,,,,0431,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-27 05:54,FM-15,FEW:02 70 SCT:04 130 BKN:07 210,10.00,,63,17.2,61,15.9,59,15.0,87,11,220,,30.00,,,30.03,0.00,30.03,,,,,,,,,,0431,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-27 06:54,FM-15,FEW:02 70 SCT:04 120 BKN:07 210,10.00,,65,18.3,61,16.4,59,15.0,81,11,220,,30.00,8,,30.03,0.00,30.03,,,,,,,,,,0431,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-27 07:00,FM-12,74,,,65,18.3,61,16.4,59,15.0,81,11,220,,30.01,8,+0.02,30.03,,,77,63,70,-3.8,,,,0,5,0431,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-27 07:54,FM-15,FEW:02 70 SCT:04 120 OVC:08 210,10.00,-RA:02 |RA:61 |,66,18.9,61,16.3,58,14.4,75,11,230,,29.99,,,30.02,T,30.02,,,,,,,,,,0431,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-27 08:54,FM-15,FEW:02 37 BKN:07 110 OVC:08 210,10.00,,67,19.4,62,16.8,59,15.0,76,11,210,,29.98,,,30.01,T,30.01,,,,,,,,,,0431,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-27 09:54,FM-15,FEW:02 35 BKN:07 110 BKN:07 210,10.00,,71,21.7,63,17.0,57,13.9,61,18,220,,29.95,8,,29.98,T,29.98,,,,,,,,,,0431,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-27 10:00,FM-12,41,,,71,21.7,63,17.0,57,13.9,61,18,220,,29.96,8,+0.04,29.98,,,,,,,,,,,,0431,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-27 10:54,FM-15,BKN:07 85 BKN:07 210,10.00,,75,23.9,65,18.5,59,15.0,58,15,220,21,29.93,,,29.96,0.00,29.96,,,,,,,,,,0431,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-27 11:54,FM-15,SCT:04 80 BKN:07 110 OVC:08 210,10.00,-RA:02 |RA:61 |,72,22.2,65,18.2,60,15.6,66,16,230,25,29.91,,,29.94,T,29.94,,,,,,,,,,0431,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-27 12:54,FM-15,FEW:02 75 BKN:07 100 OVC:08 210,10.00,-RA:02 |RA:61 |,71,21.7,66,18.9,63,17.2,76,15,230,,29.91,6,,29.94,T,29.94,,,,,,,,,,0431,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-27 13:00,FM-12,74,,||RA:61,71,21.7,66,18.9,63,17.2,76,15,230,,29.92,6,+0.04,29.94,,,,,,,,,,,,0431,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-27 13:54,FM-15,FEW:02 31 BKN:07 110 OVC:08 210,6.00,-RA:02 BR:1 |RA:61 |,69,20.6,66,19.2,65,18.3,87,13,230,,29.89,,,29.93,0.01,29.92,,,,,,,,,,0431,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-27 14:54,FM-15,FEW:02 33 BKN:07 110 OVC:08 210,10.00,-RA:02 |RA:61 |,70,21.1,67,19.4,65,18.3,84,15,220,,29.87,,,29.91,0.01,29.90,,,,,,,,,,0431,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-27 15:54,FM-15,FEW:02 15 BKN:07 70 BKN:07 120,10.00,|RA:61 |,70,21.1,67,19.7,66,18.9,87,9,230,,29.87,6,,29.90,0.01,29.90,,,,,,,,,,0431,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-27 16:00,FM-12,15,,||RA:61,70,21.1,67,19.7,66,18.9,87,9,230,,29.88,6,+0.04,29.90,,,,,,,,,,,,0431,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-27 16:54,FM-15,FEW:02 15 SCT:04 65 BKN:07 110,10.00,|RA:61 |,70,21.1,67,19.4,65,18.3,84,11,200,,29.84,,,29.87,0.01,29.87,,,,,,,,,,0431,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-27 17:52,FM-16,FEW:02 7 BKN:07 45 OVC:08 120,10.00,,70,21.0,66,19.0,64,18.0,83,10,210,,29.84,,,,,29.87,,,,,,,,,,0431,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-27 17:54,FM-15,FEW:02 7 BKN:07 45 OVC:08 120,10.00,,70,21.1,67,19.4,65,18.3,84,11,210,,29.84,,,29.87,T,29.87,,,,,,,,,,0431,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-27 18:54,FM-15,FEW:02 13 SCT:04 45 BKN:07 110,10.00,,70,21.1,67,19.4,65,18.3,84,11,210,,29.83,6,,29.86,T,29.86,,,,,,,,,,0431,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-27 19:00,FM-12,15,,,70,21.1,67,19.4,65,18.3,84,11,210,,29.84,6,+0.03,29.86,,,,,,,,,,,,0432,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-27 19:54,FM-15,FEW:02 13 SCT:04 45 SCT:04 110,10.00,,68,20.0,66,19.0,65,18.3,90,9,210,,29.84,,,29.88,0.00,29.87,,,,,,,,,,0432,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-27 20:54,FM-15,FEW:02 10 SCT:04 21 BKN:07 110,10.00,,67,19.4,66,18.8,65,18.3,93,11,220,,29.84,,,29.87,0.00,29.87,,,,,,,,,,0432,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-27 21:54,FM-15,FEW:02 10 FEW:02 21 SCT:04 110,10.00,,67,19.4,66,18.8,65,18.3,93,13,220,,29.83,8,,29.86,0.00,29.86,,,,,,,,,,0432,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-27 22:00,FM-12,15,,,67,19.4,66,18.8,65,18.3,93,13,220,,29.84,8,+0.00,29.86,,,,,,,,,,,,0432,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-27 22:54,FM-15,FEW:02 10 FEW:02 140,10.00,,67,19.4,66,18.8,65,18.3,93,13,230,,29.82,,,29.85,0.00,29.85,,,,,,,,,,0432,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-27 23:54,FM-15,FEW:02 11,10.00,,67,19.4,66,19.1,66,18.9,97,11,230,,29.81,,,29.84,0.00,29.84,75,63,69,-4.8,,,,0,4,0432,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-27 23:59,SOD,,,,,,,,,,,,,,,,,,,,75,63,69,-4.8,83,62,64,0,4,0432,1908,RA:16 BR:13,0.04,0.0,,29.94,29.95,12.3,25,250,20,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-28 00:54,FM-15,FEW:02 11,10.00,,67,19.4,66,19.1,66,18.9,97,8,220,,29.80,6,,29.83,0.00,29.83,,,,,,,,,,0432,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-28 01:00,FM-12,15,,,67,19.4,66,19.1,66,18.9,97,8,220,,29.81,6,+0.03,29.83,,,70,63,66,-7.8,,,,0,1,0432,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-28 01:54,FM-15,FEW:02 11,10.00,,68,20.0,67,19.3,66,18.9,93,9,250,,29.80,,,29.83,0.00,29.83,,,,,,,,,,0432,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-28 02:54,FM-15,FEW:02 10 FEW:02 110,10.00,,67,19.4,66,18.8,65,18.3,93,10,240,,29.79,,,29.82,0.00,29.82,,,,,,,,,,0432,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-28 03:54,FM-15,FEW:02 10 FEW:02 100,10.00,,67,19.4,66,18.8,65,18.3,93,6,260,,29.80,5,,29.83,0.00,29.83,,,,,,,,,,0432,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-28 04:00,FM-12,15,,,67,19.4,66,18.8,65,18.3,93,6,260,,29.81,5,+0.00,29.83,,,,,,,,,,,,0432,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-28 04:54,FM-15,FEW:02 75 FEW:02 250,10.00,,68,20.0,66,19.0,65,18.3,90,8,280,,29.81,,,29.84,0.00,29.84,,,,,,,,,,0432,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-28 05:54,FM-15,FEW:02 75 FEW:02 250,10.00,,69,20.6,66,19.2,65,18.3,87,8,280,,29.81,,,29.84,0.00,29.84,,,,,,,,,,0432,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-28 06:54,FM-15,FEW:02 75 FEW:02 250,10.00,,72,22.2,68,19.8,65,18.3,79,8,290,,29.83,3,,29.86,0.00,29.86,,,,,,,,,,0432,1908,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-28 07:00,FM-12,74,,,72,22.2,68,19.8,65,18.3,79,8,290,,29.84,3,-0.03,29.86,,,75,66,71,-2.8,,,,0,6,0432,1908,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-28 07:54,FM-15,FEW:02 75 FEW:02 250,10.00,,75,23.9,68,20.0,64,17.8,69,11,300,,29.82,,,29.85,0.00,29.85,,,,,,,,,,0432,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-28 08:54,FM-15,FEW:02 40 FEW:02 100 SCT:04 250,10.00,,77,25.0,68,20.1,63,17.2,62,10,310,,29.81,,,29.84,0.00,29.84,,,,,,,,,,0432,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-28 09:54,FM-15,FEW:02 40 SCT:04 250,10.00,,79,26.1,68,20.1,62,16.7,56,9,290,,29.81,6,,29.84,0.00,29.84,,,,,,,,,,0432,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-28 10:00,FM-12,41,,,79,26.1,68,20.1,62,16.7,56,9,290,,29.82,6,+0.02,29.84,,,,,,,,,,,,0432,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-28 10:54,FM-15,FEW:02 40 SCT:04 250,10.00,,80,26.7,69,20.3,62,16.7,54,8,290,,29.81,,,29.84,0.00,29.84,,,,,,,,,,0432,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-28 11:54,FM-15,SCT:04 45 SCT:04 60 BKN:07 250,10.00,,80,26.7,69,20.3,62,16.7,54,0,000,,29.80,,,29.83,0.00,29.83,,,,,,,,,,0432,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-28 12:54,FM-15,SCT:04 45 SCT:04 60 BKN:07 250,10.00,,77,25.0,68,20.1,63,17.2,62,8,120,,29.79,8,,29.83,0.00,29.82,,,,,,,,,,0432,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-28 13:00,FM-12,41,,,77,25.0,68,20.1,63,17.2,62,8,120,,29.80,8,+0.01,29.83,,,,,,,,,,,,0432,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-28 13:54,FM-15,SCT:04 45 BKN:07 80 BKN:07 170,10.00,,80,26.7,69,20.6,63,17.2,56,8,110,,29.78,,,29.81,0.00,29.81,,,,,,,,,,0432,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-28 14:54,FM-15,SCT:04 45 SCT:04 65 BKN:07 170,10.00,,78,25.6,68,20.2,63,17.2,60,9,130,,29.77,,,29.80,0.00,29.80,,,,,,,,,,0432,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-28 15:54,FM-15,FEW:02 49 FEW:02 65 BKN:07 170,10.00,,74,23.3,67,19.5,63,17.2,69,11,120,,29.77,5,,29.81,0.00,29.80,,,,,,,,,,0432,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-28 16:00,FM-12,41,,,74,23.3,67,19.5,63,17.2,69,11,120,,29.78,5,+0.02,29.81,,,,,,,,,,,,0432,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-28 16:54,FM-15,FEW:02 50 BKN:07 170 BKN:07 270,10.00,,75,23.9,69,20.3,65,18.3,71,9,120,,29.77,,,29.80,0.00,29.80,,,,,,,,,,0432,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-28 17:54,FM-15,SCT:04 32 SCT:04 75 BKN:07 170,10.00,,74,23.3,68,20.1,65,18.3,74,7,100,,29.78,,,29.81,0.00,29.81,,,,,,,,,,0432,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-28 18:54,FM-15,SCT:04 40 BKN:07 170 BKN:07 270,10.00,,72,22.2,67,19.4,64,17.8,76,9,120,,29.78,3,,29.81,0.00,29.81,,,,,,,,,,0432,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-28 19:00,FM-12,41,,,72,22.2,67,19.4,64,17.8,76,9,120,,29.79,3,-0.01,29.81,,,,,,,,,,,,0433,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-28 19:54,FM-15,BKN:07 50 BKN:07 170,10.00,,72,22.2,67,19.4,64,17.8,76,0,000,,29.81,,,29.84,0.00,29.84,,,,,,,,,,0433,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-28 20:54,FM-15,FEW:02 50 SCT:04 160 SCT:04 250,10.00,,70,21.1,66,19.0,64,17.8,82,6,010,,29.81,,,29.84,0.00,29.84,,,,,,,,,,0433,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-28 21:54,FM-15,FEW:02 50 SCT:04 160 BKN:07 250,10.00,,68,20.0,66,18.6,64,17.8,87,6,050,,29.82,1,,29.85,0.00,29.85,,,,,,,,,,0433,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-28 22:00,FM-12,57,,,68,20.0,66,18.6,64,17.8,87,6,050,,29.83,1,-0.04,29.85,,,,,,,,,,,,0433,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:14739,BOSTON MA US,3.7,42.3606,-71.0097,2017-07-28 22:54,FM-15,FEW:02 50 SCT:04 160 BKN:07 250,10.00,,71,21.7,64,17.6,59,15.0,66,8,340,,29.80,,,29.83,0.00,29.83,,,,,,,,,,0433,1907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
